sampleDate,MCurtis-1,Bluffers-10,Rouge-11,Sunnyside-2,Hanlans-3,Gibraltar-4,Centre-5,Wards-6,Cherry-7,Woodbine-8,KewBalmy-9
2016-08-16,97,12,nan,227,43,29,40,18,16,38,101
2016-08-17,474,18,nan,241,25,24,33,20,21,66,78
2016-08-18,320,14,57,114,16,21,40,19,28,24,19
2016-08-19,104,11,nan,30,11,13,20,12,16,14,15
2016-08-20,353,13,nan,62,13,15,11,12,16,19,32
2016-08-21,663,12,nan,138,20,16,11,11,20,22,130
2016-08-22,161,11,nan,72,15,13,12,11,14,12,57
2016-08-23,18,11,26,21,10,11,11,10,10,11,17
2016-08-24,12,16,28,16,11,11,15,11,11,11,15
2016-08-25,109,15,24,58,11,10,17,11,11,12,14
2016-08-26,739,17,50,146,10,10,11,22,16,20,33
2016-08-27,131,21,22,52,20,11,40,66,17,17,25
2016-08-28,70,19,40,24,23,18,60,29,12,17,19
2016-08-29,74,16,40,52,11,17,17,11,13,19,20
2016-08-30,27,11,10,39,10,13,16,11,12,15,11
2016-08-31,32,11,11,22,13,15,37,10,11,14,19
2016-09-01,29,10,20,33,13,12,26,10,11,12,23
2016-09-02,31,11,24,43,13,11,24,10,13,23,31
2016-09-03,22,12,24,36,16,11,32,11,16,31,64
2016-09-04,10,11,19,18,12,11,15,11,12,18,41
2017-06-05,135,11,nan,11,11,27,16,21,12,28,58
2017-06-06,117,15,nan,10,42,25,13,14,17,31,47
2017-06-07,53,16,18,11,43,15,10,25,19,15,23
2017-06-08,30,13,48,11,13,15,12,71,13,13,16
2017-06-09,13,11,35,13,11,11,12,30,14,10,12
2017-06-10,21,10,35,17,12,11,13,11,20,10,12
2017-06-11,nan,10,29,40,15,16,23,13,66,10,21
2017-06-12,nan,10,10,33,32,16,19,13,53,10,21
2017-06-13,16,10,19,21,58,10,11,10,21,11,11
2017-06-14,15,12,47,20,22,12,15,11,37,11,33
2017-06-15,21,22,nan,11,10,12,15,14,47,54,158
2017-06-16,21,18,nan,11,25,10,10,15,32,54,111
2017-06-17,199,12,10,15,31,11,12,13,28,10,129
2017-06-18,1764,13,nan,45,12,15,15,26,26,13,132
2017-06-19,220,11,nan,263,27,77,13,24,52,13,25
2017-06-20,91,10,17,432,140,117,26,26,112,16,11
2017-06-21,215,11,17,233,98,39,52,54,55,25,20
2017-06-22,73,11,51,60,19,18,22,21,19,15,27
2017-06-23,138,22,nan,273,26,11,28,20,83,20,25
2017-06-24,111,49,nan,828,105,15,29,86,197,24,24
2017-06-25,12,22,87,72,205,106,81,307,94,12,15
2017-06-26,11,12,174,85,106,257,227,300,134,10,13
2017-06-27,nan,31,76,174,40,84,74,106,75,11,18
2017-06-28,nan,26,72,50,56,72,59,92,75,15,16
2017-06-29,28,30,nan,37,43,44,54,58,39,22,15
2017-06-30,nan,41,nan,300,34,18,30,24,30,24,31
2017-07-01,nan,14,nan,911,30,14,15,17,31,16,21
2017-07-02,nan,10,nan,186,22,11,11,24,15,11,12
2017-07-03,19,20,15,44,16,11,14,30,16,12,12
2017-07-04,18,20,16,23,10,11,14,14,16,11,11
2017-07-05,12,10,39,21,15,14,13,10,18,13,25
2017-07-06,79,10,124,22,15,21,15,10,24,15,38
2017-07-07,130,17,38,20,13,22,13,13,22,11,57
2017-07-08,22,21,47,31,17,19,14,13,13,11,35
2017-07-09,13,20,318,73,15,12,13,11,38,11,13
2017-07-10,16,39,268,197,29,40,38,32,151,11,19
2017-07-11,194,53,nan,133,29,67,63,69,74,11,26
2017-07-12,199,28,nan,45,12,23,22,23,28,10,20
2017-07-13,nan,31,nan,41,18,26,21,13,25,76,239
2017-07-14,nan,140,nan,250,23,23,22,25,57,390,2478
2017-07-15,1038,141,45,306,54,14,18,24,141,242,526
2017-07-16,190,27,68,92,39,12,16,18,64,66,114
2017-07-17,103,12,nan,71,11,12,11,16,22,29,83
2017-07-18,104,26,nan,24,10,13,11,11,23,52,48
2017-07-19,81,24,185,21,17,11,13,11,47,48,21
2017-07-20,24,11,115,27,17,10,13,11,28,23,23
2017-07-21,60,24,50,96,12,11,12,11,13,24,58
2017-07-22,248,36,78,337,14,11,15,36,23,40,51
2017-07-23,202,nan,93,162,17,39,50,114,53,nan,32
2017-07-24,120,nan,121,85,27,75,48,71,52,39,45
2017-07-25,59,nan,83,39,17,26,16,33,34,65,34
2017-07-26,26,nan,20,24,10,14,19,16,29,18,17
2017-07-27,82,11,nan,20,15,11,21,10,18,13,12
2017-07-28,634,12,nan,26,20,24,37,11,26,16,40
2017-07-29,190,12,10,29,16,22,27,11,20,21,46
2017-07-30,33,10,10,18,12,11,10,10,10,18,13
2017-07-31,14,12,10,29,11,12,11,10,11,11,11
2017-08-01,31,13,10,89,18,11,12,10,11,10,12
2017-08-02,112,14,16,193,21,11,11,11,12,12,16
2017-08-03,220,19,159,177,28,14,22,13,12,17,15
2017-08-04,330,41,nan,111,23,19,45,40,41,42,41
2017-08-05,nan,29,nan,112,nan,14,32,36,82,38,53
2017-08-06,nan,10,16,85,nan,25,46,11,60,15,19
2017-08-07,37,11,57,43,31,42,46,14,30,18,15
2017-08-08,45,11,48,29,13,21,29,17,13,16,14
2017-08-09,33,10,41,85,21,12,21,12,15,11,15
2017-08-10,13,10,nan,215,19,10,14,11,16,15,21
2017-08-11,20,12,nan,233,20,18,39,20,30,43,78
2017-08-12,46,12,30,248,22,18,31,18,27,69,85
2017-08-13,24,10,45,76,11,13,10,22,12,25,24
2017-08-14,15,27,34,83,10,24,17,49,25,12,19
2017-08-15,67,48,28,287,10,26,26,29,57,12,17
2017-08-16,76,23,26,129,15,14,15,13,30,20,23
2017-08-17,40,19,21,52,28,10,13,10,28,35,61
2017-08-18,71,49,37,83,31,12,16,11,21,30,145
2017-08-19,80,40,31,156,79,46,13,13,11,20,88
2017-08-20,45,15,12,117,68,44,13,11,12,11,18
2017-08-21,21,19,25,72,18,12,13,10,11,13,16
2017-08-22,21,21,41,126,18,12,38,26,28,21,86
2017-08-23,17,23,23,144,83,32,62,32,35,18,88
2017-08-24,23,16,51,70,90,29,25,22,13,11,20
2017-08-25,36,14,95,50,16,19,23,26,18,10,15
2017-08-26,34,14,37,76,10,20,28,31,38,11,21
2017-08-27,22,10,36,50,12,16,23,32,26,11,24
2017-08-28,35,19,66,43,15,14,14,15,13,31,45
2017-08-29,97,33,96,47,14,10,11,11,18,85,67
2017-08-30,41,30,37,46,32,10,16,11,18,28,22
2017-08-31,21,19,15,79,117,12,19,10,11,15,12
2017-09-01,109,14,13,65,50,12,22,10,12,16,15
2017-09-02,nan,18,13,42,11,11,18,10,12,11,21
2017-09-03,nan,20,13,63,21,15,12,12,11,25,23
2017-09-04,nan,16,23,nan,31,14,12,12,14,35,19
2018-06-03,33,32,193,14,10,15,14,19,14,10,15
2018-06-04,37,36,61,37,86,23,23,24,42,11,27
2018-06-05,105,17,13,50,86,17,26,20,51,11,22
2018-06-06,36,10,10,19,10,11,26,44,20,10,10
2018-06-07,13,11,10,12,11,11,26,32,21,10,11
2018-06-08,14,11,14,12,11,10,16,10,15,10,11
2018-06-09,18,10,22,18,10,10,13,17,17,10,11
2018-06-10,19,10,62,22,11,12,20,17,15,11,18
2018-06-11,23,14,74,20,11,16,19,16,11,17,30
2018-06-12,29,14,22,17,10,13,11,29,11,16,21
2018-06-13,23,11,24,17,10,10,13,24,11,10,16
2018-06-14,44,11,20,34,20,11,15,23,35,10,25
2018-06-15,74,12,13,24,88,81,70,139,71,10,19
2018-06-16,46,12,13,16,44,81,100,127,38,10,19
2018-06-17,24,10,15,31,11,11,17,16,18,10,21
2018-06-18,26,10,21,79,11,10,10,11,14,10,17
2018-06-19,30,11,123,106,15,14,16,66,20,10,16
2018-06-20,26,11,169,60,28,85,96,209,66,10,12
2018-06-21,24,10,21,25,24,90,76,56,99,10,12
2018-06-22,20,39,38,14,13,16,15,15,25,12,13
2018-06-23,16,74,54,18,10,11,17,12,16,20,22
2018-06-24,21,28,43,20,19,12,15,12,14,18,31
2018-06-25,171,19,239,81,19,11,10,23,16,14,68
2018-06-26,252,17,470,159,10,10,10,45,55,13,41
2018-06-27,164,39,303,59,21,12,12,23,33,20,55
2018-06-28,295,69,328,42,60,17,13,13,25,75,174
2018-06-29,46,24,101,31,32,15,11,11,34,37,54
2018-06-30,10,11,37,61,15,11,12,11,14,10,19
2018-07-01,17,11,30,121,25,11,15,14,23,10,14
2018-07-02,19,11,19,63,19,11,13,13,21,10,15
2018-07-03,12,10,61,39,11,17,11,10,11,10,13
2018-07-04,nan,15,74,26,11,17,21,12,11,10,17
2018-07-05,nan,15,30,35,10,12,29,12,13,11,23
2018-07-06,nan,60,18,165,41,12,20,11,14,12,18
2018-07-07,nan,60,11,84,41,11,15,65,65,11,15
2018-07-08,49,10,38,46,10,12,13,98,88,11,13
2018-07-09,51,11,119,80,12,13,17,22,19,11,21
2018-07-10,48,11,84,78,28,12,17,14,13,11,44
2018-07-11,29,10,23,54,28,57,32,15,41,11,29
2018-07-12,58,10,12,45,19,112,50,34,69,11,26
2018-07-13,94,11,15,49,15,23,22,25,17,11,40
2018-07-14,nan,29,13,nan,nan,11,14,10,11,13,49
2018-07-15,nan,28,13,nan,nan,10,23,10,16,20,119
2018-07-16,10,11,13,50,12,11,29,10,16,17,46
2018-07-17,22,11,49,60,13,14,45,10,11,32,29
2018-07-18,37,11,100,49,29,29,82,37,11,29,27
2018-07-19,126,10,26,21,25,43,46,37,12,16,13
2018-07-20,302,28,72,56,13,52,28,11,11,23,37
2018-07-21,84,73,227,74,11,42,67,11,16,83,179
2018-07-22,75,123,nan,42,34,30,60,12,17,307,312
2018-07-23,164,221,nan,46,63,40,20,32,15,476,297
2018-07-24,62,223,156,53,38,27,28,58,19,324,166
2018-07-25,90,57,124,51,54,15,66,41,34,78,61
2018-07-26,499,51,238,44,37,24,104,40,35,28,36
2018-07-27,739,136,304,43,45,33,97,54,41,60,16
2018-07-28,215,32,81,47,49,16,41,25,29,175,28
2018-07-29,30,10,28,26,15,12,17,11,15,40,28
2018-07-30,39,16,18,36,10,13,16,12,17,25,25
2018-07-31,41,22,58,59,13,12,31,11,11,33,71
2018-08-01,23,17,136,41,16,43,50,10,12,39,207
2018-08-02,51,14,30,56,38,65,68,14,13,32,170
2018-08-03,48,11,42,80,42,20,98,14,11,27,65
2018-08-04,15,10,35,68,13,17,70,11,11,23,30
2018-08-05,11,10,10,60,36,19,49,11,11,10,23
2018-08-06,12,11,15,114,91,20,51,10,13,11,41
2018-08-07,115,14,87,343,57,23,71,17,14,13,32
2018-08-08,895,16,319,722,46,26,189,116,60,11,18
2018-08-09,440,24,83,659,64,37,247,475,234,20,15
2018-08-10,385,53,24,343,52,58,86,213,103,23,84
2018-08-11,313,29,19,80,20,43,24,30,33,12,82
2018-08-12,40,11,16,37,16,18,21,10,27,20,21
2018-08-13,28,10,45,60,16,15,37,11,20,46,27
2018-08-14,57,22,62,76,15,14,40,11,14,51,41
2018-08-15,34,27,35,87,13,13,41,10,14,20,53
2018-08-16,17,12,37,76,10,12,28,11,11,13,29
2018-08-17,100,14,140,128,10,11,84,19,10,76,127
2018-08-18,752,15,651,436,nan,20,67,48,13,420,684
2018-08-19,165,13,109,346,nan,20,12,28,15,116,100
2018-08-20,55,13,27,107,38,16,13,12,15,36,22
2018-08-21,145,23,nan,161,30,23,32,21,32,69,52
2018-08-22,546,63,nan,474,45,25,32,20,177,83,97
2018-08-23,328,54,170,285,219,61,16,20,131,52,60
2018-08-24,72,20,79,97,288,54,20,35,23,51,34
2018-08-25,nan,12,61,123,36,14,22,29,22,38,55
2018-08-26,nan,12,nan,169,11,13,19,21,33,19,55
2018-08-27,1953,11,nan,254,10,26,23,37,30,15,16
2018-08-28,691,10,46,423,10,30,36,60,49,41,39
2018-08-29,169,10,19,308,11,25,51,28,40,158,93
2018-08-30,24,11,15,158,11,19,44,16,16,51,28
2018-08-31,61,12,24,48,10,20,nan,13,15,36,42
2018-09-01,nan,14,49,23,10,22,nan,10,12,59,54
2018-09-02,nan,15,59,40,11,11,34,10,11,23,20
2018-09-03,38,13,42,132,12,10,57,10,12,19,17
